t,ch1,ch2
-3.80E-07,0.40553358,0.008170605
-3.78E-07,0.24743083,0.03017217
-3.76E-07,0.089328066,-0.024638772
-3.74E-07,0.089328066,-0.002637208
-3.72E-07,0.089328066,-0.002637208
-3.70E-07,0.089328066,0.008170605
-3.68E-07,0.089328066,0.019364655
-3.66E-07,0.089328066,-0.01383096
-3.64E-07,0.24743083,0.019364655
-3.62E-07,0.24743083,0.03017217
-3.60E-07,0.24743083,-0.01383096
-3.58E-07,0.24743083,0.03017217
-3.56E-07,0.089328066,0.03017217
-3.54E-07,0.24743083,0.062981845
-3.52E-07,0.089328066,0.03017217
-3.50E-07,0.089328066,0.008170605
-3.48E-07,0.24743083,-0.01383096
-3.46E-07,0.089328066,-0.01383096
-3.44E-07,0.24743083,-0.01383096
-3.42E-07,-0.0687747,0.008170605
-3.40E-07,0.089328066,0.03017217
-3.38E-07,0.24743083,0.008170605
-3.36E-07,0.089328066,0.019364655
-3.34E-07,0.40553358,0.008170605
-3.32E-07,0.24743083,-0.002637208
-3.30E-07,0.40553358,0.019364655
-3.28E-07,0.24743083,0.008170605
-3.26E-07,0.089328066,0.04136622
-3.24E-07,0.40553358,0.019364655
-3.22E-07,0.24743083,0.008170605
-3.20E-07,0.40553358,0.03017217
-3.18E-07,0.089328066,0.03017217
-3.16E-07,0.089328066,0.03017217
-3.14E-07,0.089328066,0.04136622
-3.12E-07,0.089328066,0.03017217
-3.10E-07,0.089328066,0.019364655
-3.08E-07,0.089328066,-0.002637208
-3.06E-07,0.24743083,-0.002637208
-3.04E-07,0.089328066,0.052174033
-3.02E-07,0.24743083,0.008170605
-3.00E-07,-0.0687747,0.052174033
-2.98E-07,0.089328066,0.03017217
-2.96E-07,0.24743083,0.008170605
-2.94E-07,0.24743083,0.019364655
-2.92E-07,0.24743083,0.008170605
-2.90E-07,0.089328066,-0.002637208
-2.88E-07,0.089328066,0.008170605
-2.86E-07,-0.0687747,-0.01383096
-2.84E-07,0.24743083,-0.002637208
-2.82E-07,0.089328066,0.03017217
-2.80E-07,0.089328066,-0.024638772
-2.78E-07,0.089328066,0.03017217
-2.76E-07,0.24743083,0.019364655
-2.74E-07,-0.0687747,-0.01383096
-2.72E-07,0.089328066,0.03017217
-2.70E-07,0.089328066,0.03017217
-2.68E-07,0.089328066,-0.002637208
-2.66E-07,0.24743083,0.062981845
-2.64E-07,0.40553358,-0.002637208
-2.62E-07,0.40553358,0.04136622
-2.60E-07,0.089328066,0.008170605
-2.58E-07,0.24743083,0.04136622
-2.56E-07,0.24743083,0.04136622
-2.54E-07,0.24743083,0.03017217
-2.52E-07,0.089328066,0.008170605
-2.50E-07,0.089328066,0.03017217
-2.48E-07,0.24743083,-0.024638772
-2.46E-07,0.24743083,-0.002637208
-2.44E-07,0.40553358,-0.002637208
-2.42E-07,0.089328066,0.008170605
-2.40E-07,0.24743083,0.019364655
-2.38E-07,0.089328066,-0.01383096
-2.36E-07,0.24743083,0.019364655
-2.34E-07,0.089328066,0.03017217
-2.32E-07,0.089328066,-0.01383096
-2.30E-07,0.089328066,0.052174033
-2.28E-07,0.089328066,0.019364655
-2.26E-07,0.089328066,-0.002637208
-2.24E-07,0.089328066,0.019364655
-2.22E-07,0.24743083,0.03017217
-2.20E-07,0.24743083,-0.01383096
-2.18E-07,0.24743083,-0.024638772
-2.16E-07,0.24743083,0.04136622
-2.14E-07,0.089328066,0.052174033
-2.12E-07,0.24743083,0.052174033
-2.10E-07,0.24743083,0.019364655
-2.08E-07,0.089328066,0.04136622
-2.06E-07,-0.0687747,0.019364655
-2.04E-07,0.24743083,-0.01383096
-2.02E-07,-0.0687747,-0.01383096
-2.00E-07,0.24743083,0.03017217
-1.98E-07,0.089328066,0.019364655
-1.96E-07,0.40553358,-0.024638772
-1.94E-07,0.089328066,-0.024638772
-1.92E-07,0.089328066,-0.002637208
-1.90E-07,0.24743083,-0.01383096
-1.88E-07,0.40553358,-0.002637208
-1.86E-07,0.089328066,-0.024638772
-1.84E-07,0.24743083,-0.002637208
-1.82E-07,0.089328066,-0.01383096
-1.80E-07,0.089328066,0.03017217
-1.78E-07,0.089328066,-0.002637208
-1.76E-07,0.089328066,0.019364655
-1.74E-07,0.24743083,-0.01383096
-1.72E-07,0.089328066,-0.024638772
-1.70E-07,0.24743083,0.019364655
-1.68E-07,0.089328066,0.04136622
-1.66E-07,0.24743083,0.03017217
-1.64E-07,0.40553358,0.052174033
-1.62E-07,-0.22687747,0.019364655
-1.60E-07,0.24743083,0.008170605
-1.58E-07,0.40553358,0.04136622
-1.56E-07,0.089328066,0.019364655
-1.54E-07,-0.22687747,0.008170605
-1.52E-07,-0.0687747,0.03017217
-1.50E-07,0.40553358,0.03017217
-1.48E-07,0.40553358,0.03017217
-1.46E-07,0.089328066,0.04136622
-1.44E-07,0.24743083,0.03017217
-1.42E-07,0.24743083,0.019364655
-1.40E-07,0.089328066,-0.002637208
-1.38E-07,0.089328066,-0.002637208
-1.36E-07,0.089328066,0.052174033
-1.34E-07,0.24743083,0.008170605
-1.32E-07,0.089328066,0.052174033
-1.30E-07,0.24743083,0.008170605
-1.28E-07,0.089328066,0.03017217
-1.26E-07,0.24743083,0.062981845
-1.24E-07,0.089328066,0.019364655
-1.22E-07,0.24743083,0.052174033
-1.20E-07,0.089328066,0.04136622
-1.18E-07,-0.0687747,0.008170605
-1.16E-07,0.24743083,-0.035832525
-1.14E-07,0.24743083,0.008170605
-1.12E-07,0.089328066,0.03017217
-1.10E-07,0.24743083,0.04136622
-1.08E-07,0.24743083,0.008170605
-1.06E-07,0.24743083,0.019364655
-1.04E-07,0.089328066,-0.024638772
-1.02E-07,0.24743083,-0.002637208
-9.97E-08,0.089328066,-0.035832525
-9.77E-08,-0.0687747,-0.01383096
-9.57E-08,0.24743083,-0.024638772
-9.37E-08,0.089328066,0.008170605
-9.17E-08,0.089328066,-0.01383096
-8.97E-08,0.089328066,-0.024638772
-8.77E-08,0.089328066,0.019364655
-8.57E-08,0.24743083,0.008170605
-8.37E-08,0.24743083,0.008170605
-8.17E-08,0.24743083,0.03017217
-7.97E-08,0.089328066,-0.002637208
-7.77E-08,0.089328066,0.04136622
-7.57E-08,0.089328066,0.008170605
-7.37E-08,-0.0687747,0.019364655
-7.17E-08,0.089328066,0.03017217
-6.97E-08,0.089328066,0.03017217
-6.77E-08,0.24743083,0.062981845
-6.57E-08,0.24743083,0.03017217
-6.37E-08,0.089328066,-0.01383096
-6.17E-08,0.24743083,0.04136622
-5.97E-08,0.089328066,0.008170605
-5.77E-08,-0.0687747,-0.024638772
-5.57E-08,0.089328066,-0.035832525
-5.37E-08,0.24743083,-0.024638772
-5.17E-08,0.089328066,-0.035832525
-4.97E-08,0.089328066,-0.035832525
-4.77E-08,0.089328066,-0.01383096
-4.57E-08,0.24743083,0.03017217
-4.37E-08,0.24743083,0.03017217
-4.17E-08,0.089328066,0.008170605
-3.97E-08,0.24743083,-0.01383096
-3.77E-08,0.24743083,-0.01383096
-3.57E-08,0.24743083,0.074175595
-3.37E-08,0.089328066,-0.024638772
-3.17E-08,0.24743083,0.062981845
-2.96E-08,0.089328066,0.03017217
-2.76E-08,-0.0687747,0.062981845
-2.56E-08,0.40553358,0.008170605
-2.36E-08,0.24743083,-0.024638772
-2.16E-08,0.24743083,0.008170605
-1.96E-08,0.089328066,0.03017217
-1.76E-08,0.24743083,0.062981845
-1.56E-08,0.24743083,0.183797478
-1.36E-08,0.089328066,0.4474309
-1.16E-08,0.24743083,1.171939975
-9.63E-09,0.089328066,2.445717
-7.63E-09,0.089328066,3.99393525
-5.63E-09,-0.22687747,5.8274025
-3.62E-09,0.089328066,7.47404875
-1.62E-09,-0.0687747,8.8466405
3.80E-10,0.24743083,9.94440425
2.38E-09,0.24743083,10.81211675
4.38E-09,0.24743083,11.43781175
6.39E-09,0.089328066,11.8550705
8.39E-09,0.089328066,12.0747005
1.04E-08,0.089328066,12.20632325
1.24E-08,-0.0687747,12.20632325
1.44E-08,-0.22687747,12.23913425
1.64E-08,0.089328066,12.1075105
1.84E-08,-0.0687747,11.997888
2.04E-08,-0.0687747,11.83306925
2.24E-08,0.40553358,11.646248
2.44E-08,-0.0687747,11.459813
2.64E-08,-0.22687747,11.20737325
2.84E-08,-0.0687747,10.92173925
3.04E-08,-0.0687747,10.5372905
3.24E-08,0.87984192,10.07641425
3.44E-08,1.3541502,9.52753175
3.64E-08,1.8284585,8.8358325
3.84E-08,2.144664,8.05612675
4.04E-08,2.3027668,7.07879175
4.24E-08,2.4608696,6.07984175
4.44E-08,2.4608696,5.15770425
4.64E-08,2.7770751,4.4220015
4.84E-08,2.9351778,3.719108
5.04E-08,3.0932806,3.170226
5.24E-08,3.4094861,2.76416125
5.44E-08,3.4094861,2.401713725
5.64E-08,3.7256918,2.1380806
5.84E-08,4.0418973,1.8748331
6.04E-08,4.0418973,1.71001435
6.24E-08,4.1999998,1.52357965
6.44E-08,4.5162053,1.413571525
6.64E-08,4.6743083,1.336759025
6.84E-08,4.6743083,1.259946225
7.05E-08,5.4648223,1.16113215
7.25E-08,5.7810278,1.128322475
7.45E-08,6.0972333,1.106320925
7.65E-08,6.2553358,1.0731256
7.85E-08,6.7296443,1.0731256
8.05E-08,6.5715413,1.01831465
8.25E-08,6.8877468,0.9963131
8.45E-08,7.0458498,0.963503725
8.65E-08,7.3620553,0.94150185
8.85E-08,7.8363638,0.94150185
9.05E-08,7.8363638,0.8534956
9.25E-08,8.6268778,0.820686225
9.45E-08,8.9430828,0.7766828
9.65E-08,8.7849798,0.6998703
9.85E-08,8.7849798,0.6670609
1.00E-07,9.2592888,0.634251525
1.02E-07,8.9430828,0.535437175
1.04E-07,9.5754938,0.57905435
1.06E-07,9.7335968,0.50224185
1.08E-07,10.207905,0.4474309
1.10E-07,10.049803,0.49143405
1.12E-07,10.366008,0.49143405
1.14E-07,10.840316,0.458238725
1.16E-07,10.998419,0.4366231
1.18E-07,11.156522,0.392619675
1.21E-07,11.63083,0.381425925
1.23E-07,11.156522,0.381425925
1.25E-07,11.156522,0.34861655
1.27E-07,11.63083,0.34861655
1.29E-07,11.63083,0.34861655
1.31E-07,11.947036,0.315807175
1.33E-07,12.421344,0.337808725
1.35E-07,12.579447,0.315807175
1.37E-07,12.263241,0.326614975
1.39E-07,12.73755,0.337808725
1.41E-07,12.895652,0.326614975
1.43E-07,12.895652,0.315807175
1.45E-07,13.369961,0.3706181
1.47E-07,13.211858,0.337808725
1.49E-07,13.686166,0.34861655
1.51E-07,13.686166,0.315807175
1.53E-07,14.002372,0.315807175
1.55E-07,14.318577,0.326614975
1.57E-07,14.160475,0.337808725
1.59E-07,14.160475,0.271804025
1.61E-07,14.47668,0.24980247
1.63E-07,14.634783,0.3046134
1.65E-07,14.792886,0.28261185
1.67E-07,14.950988,0.271804025
1.69E-07,14.950988,0.24980247
1.71E-07,15.267194,0.24980247
1.73E-07,15.267194,0.2938056
1.75E-07,15.267194,0.28261185
1.77E-07,15.267194,0.260610275
1.79E-07,15.425297,0.271804025
1.81E-07,15.267194,0.271804025
1.83E-07,15.425297,0.24980247
1.85E-07,15.425297,0.260610275
1.87E-07,15.741502,0.271804025
1.89E-07,15.583399,0.260610275
1.91E-07,15.899605,0.2938056
1.93E-07,16.057707,0.238994658
1.95E-07,15.899605,0.238994658
1.97E-07,15.899605,0.271804025
1.99E-07,15.899605,0.24980247
2.01E-07,16.215811,0.28261185
2.03E-07,16.215811,0.24980247
2.05E-07,16.215811,0.271804025
2.07E-07,16.215811,0.271804025
2.09E-07,16.215811,0.271804025
2.11E-07,16.215811,0.227800905
2.13E-07,16.057707,0.238994658
2.15E-07,16.215811,0.205799043
2.17E-07,16.373913,0.19499123
2.19E-07,16.532017,0.260610275
2.21E-07,16.373913,0.205799043
2.23E-07,16.057707,0.227800905
2.25E-07,16.532017,0.238994658
2.27E-07,16.057707,0.227800905
2.29E-07,16.373913,0.260610275
2.31E-07,16.057707,0.227800905
2.33E-07,16.215811,0.216993093
2.35E-07,15.899605,0.216993093
2.37E-07,15.899605,0.216993093
2.39E-07,16.215811,0.205799043
2.41E-07,15.899605,0.216993093
2.43E-07,15.741502,0.24980247
2.45E-07,15.741502,0.227800905
2.47E-07,15.741502,0.227800905
2.49E-07,15.583399,0.216993093
2.51E-07,15.741502,0.227800905
2.53E-07,15.425297,0.227800905
2.55E-07,15.267194,0.205799043
2.57E-07,15.267194,0.205799043
2.59E-07,15.267194,0.205799043
2.61E-07,15.425297,0.24980247
2.63E-07,15.267194,0.238994658
2.65E-07,15.109091,0.227800905
2.67E-07,14.950988,0.216993093
2.69E-07,14.792886,0.238994658
2.71E-07,14.634783,0.260610275
2.73E-07,14.792886,0.24980247
2.75E-07,14.634783,0.227800905
2.77E-07,14.47668,0.227800905
2.79E-07,14.160475,0.227800905
2.81E-07,14.318577,0.227800905
2.83E-07,14.160475,0.227800905
2.85E-07,13.844269,0.227800905
2.87E-07,13.844269,0.19499123
2.89E-07,13.844269,0.216993093
2.91E-07,13.686166,0.172989668
2.93E-07,13.528063,0.216993093
2.95E-07,13.369961,0.238994658
2.97E-07,13.053755,0.216993093
2.99E-07,13.053755,0.216993093
3.01E-07,12.579447,0.260610275
3.03E-07,12.263241,0.205799043
3.05E-07,12.263241,0.183797478
3.07E-07,12.263241,0.205799043
3.09E-07,11.947036,0.216993093
3.11E-07,11.788933,0.216993093
3.13E-07,11.788933,0.216993093
3.15E-07,11.472727,0.205799043
3.17E-07,11.156522,0.227800905
3.19E-07,10.998419,0.227800905
3.21E-07,11.156522,0.205799043
3.23E-07,10.840316,0.205799043
3.25E-07,10.840316,0.227800905
3.27E-07,10.524111,0.205799043
3.29E-07,10.207905,0.172989668
3.31E-07,10.366008,0.216993093
3.33E-07,10.049803,0.205799043
3.35E-07,9.7335968,0.161795915
3.37E-07,9.7335968,0.183797478
3.39E-07,9.7335968,0.19499123
3.41E-07,9.2592888,0.227800905
3.43E-07,9.2592888,0.205799043
3.45E-07,8.9430828,0.227800905
3.47E-07,8.4687748,0.216993093
3.49E-07,8.3106718,0.183797478
3.51E-07,7.9944663,0.161795915
3.53E-07,8.1525688,0.216993093
3.55E-07,7.8363638,0.161795915
3.57E-07,7.6782608,0.19499123
3.59E-07,7.3620553,0.183797478
3.61E-07,7.0458498,0.216993093
3.63E-07,6.8877468,0.161795915
3.65E-07,6.7296443,0.14018029
3.67E-07,6.5715413,0.150988103
3.69E-07,6.4134388,0.205799043
3.71E-07,6.2553358,0.14018029
3.73E-07,5.9391303,0.19499123
3.75E-07,5.6229248,0.227800905
3.77E-07,5.7810278,0.227800905
3.79E-07,5.6229248,0.227800905
3.81E-07,5.1486168,0.227800905
3.83E-07,5.1486168,0.216993093
3.85E-07,5.1486168,0.205799043
3.87E-07,4.6743083,0.227800905
3.89E-07,4.5162053,0.205799043
3.91E-07,4.3581028,0.216993093
3.93E-07,4.3581028,0.161795915
3.95E-07,4.0418973,0.227800905
3.97E-07,4.0418973,0.161795915
3.99E-07,3.8837945,0.183797478
4.01E-07,3.7256918,0.172989668
4.03E-07,3.567589,0.205799043
4.05E-07,3.2513833,0.205799043
4.07E-07,3.0932806,0.216993093
4.09E-07,2.9351778,0.216993093
4.11E-07,2.6189723,0.172989668
4.13E-07,2.3027668,0.205799043
4.15E-07,2.3027668,0.172989668
4.17E-07,2.144664,0.183797478
4.19E-07,1.9865613,0.183797478
4.21E-07,1.6703557,0.19499123
4.23E-07,1.5122529,0.106984973
4.25E-07,1.3541502,0.227800905
4.27E-07,1.1960474,0.150988103
4.29E-07,0.72173911,0.216993093
4.31E-07,0.56363636,0.183797478
4.33E-07,0.72173911,0.14018029
4.35E-07,0.56363636,0.172989668
4.37E-07,0.40553358,0.14018029
4.39E-07,0.56363636,0.19499123
4.41E-07,0.089328066,0.172989668
4.43E-07,0.24743083,0.19499123
4.45E-07,-0.0687747,0.19499123
4.47E-07,-0.22687747,0.161795915
4.49E-07,-0.22687747,0.183797478
4.51E-07,-0.54308301,0.216993093
4.53E-07,-0.38498023,0.172989668
4.55E-07,-0.70118576,0.216993093
4.57E-07,-0.54308301,0.19499123
4.59E-07,-0.70118576,0.172989668
4.61E-07,-0.85928851,0.183797478
4.63E-07,-1.1754941,0.19499123
4.65E-07,-1.3335968,0.19499123
4.67E-07,-1.3335968,0.238994658
4.69E-07,-1.1754941,0.205799043
4.71E-07,-1.3335968,0.205799043
4.73E-07,-1.6498023,0.161795915
4.75E-07,-1.9660079,0.19499123
4.77E-07,-1.9660079,0.205799043
4.79E-07,-1.9660079,0.172989668
4.81E-07,-2.2822134,0.183797478
4.83E-07,-2.4403162,0.14018029
4.85E-07,-2.4403162,0.150988103
4.87E-07,-2.4403162,0.205799043
4.89E-07,-2.4403162,0.172989668
4.91E-07,-2.7565217,0.161795915
4.93E-07,-2.7565217,0.161795915
4.95E-07,-2.7565217,0.150988103
4.97E-07,-2.9146245,0.128986538
4.99E-07,-3.0727272,0.183797478
5.01E-07,-3.23083,0.205799043
5.03E-07,-3.0727272,0.19499123
5.05E-07,-3.0727272,0.172989668
5.07E-07,-3.0727272,0.14018029
5.09E-07,-3.23083,0.161795915
5.11E-07,-3.0727272,0.172989668
5.13E-07,-3.3889327,0.183797478
5.15E-07,-3.3889327,0.150988103
5.17E-07,-3.7051384,0.172989668
5.19E-07,-3.3889327,0.183797478
5.21E-07,-3.7051384,0.172989668
5.23E-07,-3.8632412,0.128986538
5.25E-07,-3.5470355,0.172989668
5.27E-07,-3.5470355,0.183797478
5.29E-07,-3.8632412,0.14018029
5.31E-07,-3.7051384,0.128986538
5.33E-07,-3.8632412,0.183797478
5.35E-07,-4.0213437,0.14018029
5.37E-07,-3.7051384,0.09617716
5.39E-07,-4.1794467,0.14018029
5.41E-07,-4.0213437,0.128986538
5.43E-07,-4.3375492,0.161795915
5.45E-07,-4.1794467,0.084983408
5.47E-07,-4.1794467,0.161795915
5.49E-07,-4.1794467,0.183797478
5.51E-07,-4.4956522,0.172989668
5.53E-07,-4.3375492,0.19499123
5.55E-07,-4.1794467,0.172989668
5.57E-07,-4.4956522,0.161795915
5.59E-07,-4.3375492,0.19499123
5.61E-07,-4.3375492,0.150988103
5.63E-07,-4.3375492,0.161795915
5.65E-07,-4.4956522,0.150988103
5.67E-07,-4.3375492,0.172989668
5.69E-07,-4.3375492,0.14018029
5.71E-07,-4.4956522,0.14018029
5.73E-07,-4.4956522,0.14018029
5.75E-07,-4.1794467,0.161795915
5.77E-07,-4.3375492,0.183797478
5.79E-07,-4.4956522,0.150988103
5.81E-07,-4.4956522,0.14018029
5.83E-07,-4.4956522,0.172989668
5.85E-07,-4.3375492,0.150988103
5.87E-07,-4.6537547,0.14018029
5.89E-07,-4.3375492,0.14018029
5.91E-07,-4.4956522,0.14018029
5.93E-07,-4.4956522,0.183797478
5.95E-07,-4.1794467,0.172989668
5.97E-07,-4.3375492,0.161795915
5.99E-07,-4.4956522,0.172989668
6.01E-07,-4.4956522,0.172989668
6.03E-07,-4.4956522,0.150988103
6.05E-07,-4.4956522,0.183797478
6.07E-07,-4.4956522,0.161795915
6.09E-07,-4.4956522,0.128986538
6.11E-07,-4.6537547,0.161795915
6.13E-07,-4.4956522,0.150988103
6.15E-07,-4.4956522,0.150988103
6.17E-07,-4.4956522,0.183797478
6.19E-07,-4.4956522,0.14018029
6.21E-07,-4.4956522,0.161795915
